key	latitude	longitude
AID05102	22.31673143	114.2156198
AID05103	22.31817721	114.2117379
AID05104	22.3188824	114.2077975
AID05109	22.30853617	114.1829207
AID05110	22.30588128	114.1782331
AID05111	22.30716361	114.1739143
AID05113	22.31044147	114.1673631
AID05114	22.31326801	114.1668291
AID05115	22.3168441	114.1662756
AID05116	22.31847848	114.164179
AID05117	22.32277686	114.161985
AID05118	22.3267487	114.1595036
AID05119	22.32855591	114.1570438
AID05120	22.33148132	114.1533548
AID05121	22.33557141	114.1485394
AID05122	22.3363472	114.1441031
AID05123	22.3370778	114.1400162
AID05124	22.33798861	114.134774
AID05125	22.3434053	114.1288313
AID05126	22.34817223	114.124898
AID05127	22.35124287	114.1256929
AID05128	22.35607328	114.1228077
AID05129	22.35851063	114.1201757
AID05130	22.36203197	114.1185626
AID05131	22.3641441	114.1158044
AID05132	22.36634641	114.1128615
AID05133	22.36950582	114.1096948
AID05134	22.37236722	114.1066931
AID05135	22.37420787	114.1031287
AID05201	22.3737916	114.101255
AID05202	22.37201519	114.1070623
AID05203	22.36921697	114.1100056
AID05204	22.36650902	114.1130071
AID05205	22.36260975	114.1180866
AID05206	22.35956704	114.1197093
AID05207	22.35655172	114.1222833
AID05208	22.35422265	114.1247501
AID05209	22.34973473	114.1255672
AID05210	22.34654674	114.1249568
AID05211	22.34401896	114.1274235
AID05212	22.33791649	114.1352303
AID05213	22.33717701	114.1394628
AID05214	22.33650957	114.1432003
AID05215	22.33522804	114.1474037
AID05216	22.33542719	114.1501314
AID05217	22.3316168	114.1534712
AID05218	22.3273099	114.1588591
AID05219	22.32449274	114.1627517
AID05220	22.32209082	114.1654599
AID05221	22.3185599	114.1661979
AID05222	22.31487545	114.1667417
AID05223	22.31002607	114.167499
AID05224	22.30898773	114.1716432
AID05225	22.30710943	114.1744093
AID05226	22.30599868	114.1778352
AID05227	22.30838266	114.1826198
AID05232	22.32081529	114.2059246
AID05233	22.31872881	114.2081274
AID05234	22.31814115	114.2114273
AID05235	22.316081	114.2165611
AID07101	22.31013704	114.2664351
AID07102	22.31339861	114.2636323
AID07103	22.31638994	114.2594218
AID07104	22.31924529	114.2560361
AID07107	22.31032431	114.2310496
AID07110	22.31546654	114.2181042
AID07112	22.32325183	114.214321
AID07114	22.33063978	114.2100229
AID07115	22.33194957	114.2082469
AID07117	22.33893112	114.203123
AID07120	22.3425452	114.1863101
AID07121	22.34317745	114.184223
AID07122	22.34402646	114.1802138
AID07123	22.34472185	114.1771074
AID07124	22.34324978	114.1716905
AID07125	22.34166032	114.1695549
AID07126	22.34192192	114.1647205
AID07127	22.34121736	114.1625461
AID07128	22.34249937	114.1592745
AID07129	22.3427697	114.154479
AID07130	22.34164952	114.1517805
AID07131	22.34057439	114.1488005
AID07132	22.34105189	114.1429371
AID07133	22.34105995	114.1385881
AID07134	22.33937063	114.1361035
AID07201	22.33996666	114.1361519
AID07202	22.33995889	114.1415103
AID07203	22.33988751	114.1457331
AID07204	22.3402762	114.1478007
AID07205	22.34184826	114.1522464
AID07206	22.34280593	114.155275
AID07207	22.34108183	114.1617987
AID07209	22.34224732	114.1699626
AID07210	22.34291571	114.1743795
AID07211	22.34463154	114.1764084
AID07213	22.3426265	114.1858733
AID07219	22.33007069	114.2108381
AID07220	22.32806544	114.2129634
AID07221	22.32214104	114.2144275
AID07222	22.31898025	114.2147955
AID07224	22.31462607	114.2204624
AID07225	22.31327052	114.2239074
AID07227	22.31101949	114.2315933
AID07228	22.31221936	114.2350392
AID07229	22.3212342	114.2514463
AID07230	22.31895619	114.256298
AID07231	22.31563079	114.260557
AID07232	22.31274793	114.2645248
AID08101	22.32759229	114.0253264
AID08102	22.32524015	114.0209125
AID08103	22.32500998	114.0163896
AID08104	22.32477045	114.0116823
AID08105	22.32306814	114.0072583
AID08106	22.32110394	114.0029415
AID08107	22.31859822	113.9990234
AID08108	22.31529949	113.9966885
AID08109	22.31208994	113.9933928
AID08110	22.30943884	113.988893
AID08111	22.30703196	113.9848395
AID08112	22.30453478	113.9808736
AID08113	22.30216382	113.9768204
AID08114	22.30009053	113.9725727
AID08115	22.29876627	113.9680232
AID08116	22.29795784	113.964395
AID08117	22.29637847	113.9583322
AID08118	22.29463146	113.9552975
AID08119	22.29247886	113.9528748
AID08120	22.29024412	113.9498605
AID08121	22.28950534	113.9446992
AID08122	22.29100001	113.940662
AID08201	22.29380308	113.9379186
AID08202	22.29190915	113.9396104
AID08203	22.28960394	113.9441848
AID08204	22.28973677	113.9486968
AID08205	22.29210812	113.9525261
AID08206	22.29488468	113.9555688
AID08207	22.29654157	113.9587395
AID08208	22.29737647	113.9618048
AID08209	22.29830307	113.9659763
AID08210	22.29954683	113.9710984
AID08211	22.30121328	113.974939
AID08212	22.30343091	113.9791089
AID08213	22.3059191	113.9830747
AID08214	22.30812677	113.9866335
AID08215	22.31047944	113.9907065
AID08216	22.31342831	113.9950313
AID08217	22.31698039	113.9977831
AID08218	22.32018982	114.0010597
AID08219	22.32220823	114.0053472
AID08220	22.32410918	114.0096836
AID08221	22.32509802	114.0141182
AID08222	22.32494041	114.0191172
AID08223	22.32582877	114.0226202
AID09101	22.37433425	114.1030219
AID09102	22.37468735	114.105051
AID09103	22.37561012	114.1088762
AID09104	22.37657839	114.1138278
AID09105	22.37545196	114.1203145
AID09106	22.37641917	114.123062
AID09107	22.37814547	114.1276833
AID09108	22.37997995	114.1321008
AID09109	22.38165159	114.1358484
AID09110	22.380873	114.167063
AID09111	22.3824695	114.1739419
AID09112	22.38000419	114.1772628
AID09113	22.3780897	114.1793504
AID09114	22.37864942	114.1848172
AID09118	22.39372906	114.1990254
AID09119	22.39768407	114.2014539
AID09120	22.39952611	114.2026196
AID09121	22.40330041	114.2053202
AID09122	22.40630672	114.2097689
AID09123	22.40907864	114.211848
AID09151	22.50218399	114.1163854
AID09152	22.50103001	114.121702
AID09153	22.49983891	114.1244528
AID09154	22.49838665	114.1297207
AID09155	22.4938281	114.13635
AID09156	22.49151691	114.1387704
AID09157	22.4884116	114.1439994
AID09201	22.3816788	114.136334
AID09202	22.38072981	114.1332949
AID09203	22.37844371	114.1284697
AID09204	22.37619324	114.1225766
AID09205	22.37525303	114.1195669
AID09206	22.37653308	114.1134394
AID09207	22.37557432	114.109653
AID09208	22.3750309	114.1059441
AID09251	22.48774374	114.1459625
AID09252	22.48848374	114.1435232
AID09253	22.49215785	114.1378859
AID09254	22.49589538	114.1337255
AID09255	22.49821502	114.1295555
AID09256	22.49973065	114.1247541
AID09257	22.50120147	114.1213617
AID09258	22.50222929	114.1167838
AID10101	22.41672308	113.9904293
AID10102	22.41909752	113.9899405
AID10103	22.41984988	113.9924066
AID10104	22.4189147	113.988037
AID10105	22.42283916	113.9848264
AID10106	22.42589843	113.9831126
AID10107	22.43015106	113.9825239
AID10108	22.43431618	113.9842666
AID10109	22.43831795	113.9853491
AID10110	22.44333828	113.9848565
AID10111	22.44679305	113.9816264
AID10112	22.44872062	113.9775823
AID10113	22.45255393	113.9738851
AID10114	22.45521534	113.9718604
AID10115	22.45868908	113.9695333
AID10116	22.46257843	113.9674094
AID10117	22.46711682	113.9644295
AID10118	22.47029187	113.9616749
AID10119	22.47367356	113.9581814
AID10120	22.4216398	113.9940651
AID10201	22.4766946	113.9551547
AID10202	22.47351138	113.9584537
AID10203	22.47033708	113.9617234
AID10204	22.46662978	113.9648869
AID10205	22.46260561	113.9674774
AID10206	22.45814778	113.9699421
AID10207	22.45475534	113.9722886
AID10208	22.45266246	113.9740112
AID10209	22.4499747	113.9766576
AID10210	22.44775709	113.9797987
AID10211	22.44608072	113.9825115
AID10212	22.44369017	113.9846131
AID10213	22.43951022	113.9855709
AID10214	22.43509316	113.9845764
AID10215	22.4313886	113.982833
AID10216	22.42555548	113.9832783
AID10217	22.42318207	113.984622
AID10218	22.41925055	113.9895129
TDS10001	22.39441532	114.199414
TDS10002	22.3908574	114.1987337
TDS10004	22.38345199	114.2013737
TDS10005	22.38773258	114.2005297
TDS10006	22.37707679	114.1989743
TDS10007	22.37213807	114.1899241
TDS10008	22.37386255	114.1937014
TDS10009	22.37460278	114.1961774
TDS10010	22.36785779	114.1871954
TDS10011	22.3646522	114.1820396
TDS10012	22.36287324	114.1796317
TDS10013	22.3602544	114.1763986
TDS20001	22.38098508	114.2102096
TDS20002	22.38405537	114.2106376
TDS20003	22.38777579	114.2113571
TDS20004	22.39199337	114.2097752
TDS20005	22.39750168	114.2111944
TDS20007	22.40376728	114.2179457
TDS20008	22.40718116	114.216519
TDS20009	22.41128187	114.2128198
TDS30001	22.4112265	114.0612685
TDS30002	22.42323014	114.0643085
TDS30003	22.42816056	114.0640034
TDS30004	22.43280112	114.0624455
TDS30005	22.43706083	114.0587506
TDS30006	22.43957773	114.0552513
TDS30007	22.44338535	114.0510319
TDS30008	22.44792584	114.0487254
TDS30009	22.45378734	114.0496721
TDS90001	22.40945791	114.2119258
TDS90002	22.40599076	114.209225
TDS90003	22.40150359	114.2038728
TDS90004	22.39867733	114.2020853
TDS90005	22.39537248	114.199958
TDS90010	22.3800556	114.1861111
TDS90011	22.37799026	114.1832053
TDS90012	22.37836062	114.1790397
TDS90013	22.38032929	114.1769229
TDS90014	22.38258687	114.1727766
TDS90015	22.38140375	114.1692712
TDS90016	22.37375565	114.101624
TDS90017	22.3721736	114.0980323
TDS90018	22.3694628	114.0947423
TDS90019	22.37027324	114.0903143
TDS90020	22.36943947	114.0849261
TDS90021	22.37173893	114.0792542
TDS90022	22.37104927	114.0738658
TDS90023	22.36789635	114.0718972
TDS90025	22.36668206	114.0656065
TDS90026	22.36924399	114.0616819
TDS90027	22.368059	114.0589254
TDS90028	22.36679111	114.0540621
TDS90030	22.36551131	114.0457717
TDS90031	22.36420723	114.041297
TDS90032	22.36119675	114.037397
TDS90033	22.35843899	114.0334483
TDS90034	22.35588789	114.0284607
TDS90035	22.35614486	114.0231888
TDS90037	22.36224227	114.0157548
TDS90038	22.36486819	114.0138002
TDS90039	22.36663494	114.0106232
TDS90040	22.36724307	114.0049232
TDS90041	22.36829568	114.0012421
TDS90042	22.37247362	113.9983239
TDS90043	22.3758817	113.993455
TDS90044	22.37524705	113.9912517
TDS90045	22.37695794	113.9870159
TDS90046	22.38182817	113.9817754
TDS90048	22.39707387	113.9762382
TDS90049	22.399952	113.97678
TDS90051	22.4065716	113.9780621
TDS90052	22.410209	113.9788862
TDS90053	22.412403	113.979646
TDS90055	22.41592623	113.9885558
TDS90056	22.41840507	113.992457
TDS90057	22.42351091	113.9956751
TDS90058	22.42509412	113.9982567
TDS90059	22.42781497	114.0007108
TDS90060	22.43194387	114.0025415
TDS90061	22.43618305	114.0061984
TDS90062	22.43748776	114.0103447
TDS90063	22.43793378	114.0138024
TDS90065	22.4352065	114.0229076
TDS90066	22.43431726	114.0280084
TDS90067	22.43472874	114.0336517
TDS90068	22.43767592	114.0373789
TDS90069	22.44148851	114.0394054
TDS90070	22.44651897	114.0400028
TDS90071	22.44904205	114.0443041
TDS90072	22.45235944	114.0482938
TDS90073	22.45599209	114.0513606
TDS90074	22.46016517	114.0526879
TDS90075	22.46425671	114.0536753
TDS90076	22.4684205	114.0546918
TDS90077	22.47278304	114.0558151
TDS90078	22.47781445	114.0578027
TDS90079	22.48173404	114.0583338
TDS90080	22.48493997	114.0585254
TDS90081	22.49015203	114.0606103
TDS90082	22.49252089	114.0647093
TDS90084	22.49511897	114.0742505
TDS90086	22.50193284	114.0823702
TDS90089	22.50384525	114.0951588
TDS90090	22.50350433	114.099688
TDS90091	22.50320816	114.103634
TDS90092	22.50286699	114.1081242
TDS91001	22.37300496	114.0991872
TDS91002	22.37091583	114.0930034
TDS91003	22.36974004	114.089567
TDS91004	22.36949436	114.0861883
TDS91005	22.37092794	114.0822064
TDS91006	22.37142163	114.0772251
TDS91007	22.37020002	114.0732742
TDS91008	22.36668572	114.0710631
TDS91009	22.36652874	114.0658882
TDS91010	22.36854978	114.0633039
TDS91011	22.36835736	114.0594106
TDS91013	22.3656784	114.0514999
TDS91015	22.3648317	114.0429372
TDS91016	22.36086229	114.0370089
TDS91017	22.35769762	114.0324685
TDS91018	22.35620339	114.0278391
TDS91019	22.35703762	114.0218674
TDS91020	22.35940007	114.0182046
TDS91021	22.36309946	114.015045
TDS91023	22.3668854	114.0083024
TDS91024	22.36719645	114.0035542
TDS91025	22.36991976	113.999939
TDS91026	22.3738904	113.9974191
TDS91027	22.3757366	113.9929114
TDS91028	22.37504729	113.9903004
TDS91029	22.37737293	113.9866689
TDS91030	22.38162978	113.9820088
TDS91031	22.38383087	113.9800733
TDS91040	22.41641574	113.9901675
TDS91041	22.41951627	113.9928538
TDS91042	22.42274222	113.994695
TDS91044	22.43117597	114.002251
TDS91045	22.43512458	114.0044026
TDS91046	22.43706158	114.0086549
TDS91048	22.43657426	114.0178839
TDS91049	22.43527832	114.0224704
TDS91050	22.43438912	114.0275906
TDS91051	22.43417656	114.0321758
TDS91052	22.43792903	114.0376701
TDS91053	22.44185875	114.0394051
TDS91054	22.44598595	114.039741
TDS91055	22.44877892	114.0427985
TDS91056	22.44871879	114.0465679
TDS91057	22.45211634	114.0491976
TDS91058	22.45539574	114.0509239
TDS91059	22.4597226	114.0525814
TDS91060	22.46386833	114.0535784
TDS91061	22.46799599	114.0545853
TDS91062	22.47322561	114.0559216
TDS91063	22.47738991	114.0576476
TDS91064	22.48129153	114.058305
TDS91065	22.48537345	114.0585542
TDS91066	22.48980865	114.0602996
TDS91067	22.49238511	114.064243
TDS91068	22.49393316	114.0699074
TDS91069	22.49537241	114.0751832
TDS91070	22.49719846	114.0782529
TDS91071	22.50053219	114.0807676
TDS91073	22.50420303	114.088647
TDS91074	22.50389013	114.0946243
TDS91075	22.5035402	114.0991826
TDS91076	22.50309146	114.1051793
TDS91077	22.50263323	114.1105831
TDSAPR10001	22.24863379	114.1497113
TDSAPR20001	22.24840797	114.1493912
TDSCPRHSK10001	22.42242457	113.9855069
TDSCPRHSK10002	22.42709844	113.9898909
TDSCPRHSK10003	22.43067888	113.993723
TDSCPRHSK10004	22.43451363	113.9989538
TDSCPRHSK20001	22.42576951	113.9886397
TDSCPRHSK20002	22.42960276	113.9924034
TDSCPRHSK20003	22.43234297	113.9959259
TDSCPRKC10001	22.37028714	114.1221808
TDSCPRKC10002	22.37085807	114.1284724
TDSCPRKC10003	22.36012267	114.1353693
TDSCPRKC10004	22.35297888	114.1329929
TDSCPRKC20001	22.37032342	114.1226566
TDSCPRKC20002	22.37090334	114.1288704
TDSCPRKC20003	22.37080449	114.1305599
TDSCPRKC20004	22.35924649	114.1345346
TDSCPRKC20005	22.35505598	114.1332835
TDSCPRLT10001	22.41715514	113.9815999
TDSCPRLT10002	22.42015539	113.9833732
TDSCPRLT20001	22.4190528	113.9826462
TDSCPRLT20002	22.42046277	113.9836641
TDSCPRPS10001	22.43585218	114.0008172
TDSCPRPS10002	22.43880103	114.0053986
TDSCPRPS10003	22.44100816	114.0089222
TDSCPRPS10004	22.4428268	114.0123492
TDSCPRPS20001	22.43673859	114.0021275
TDSCPRPS20002	22.43904527	114.0057966
TDSCPRPS20003	22.4412886	114.0093979
TDSCPRPS20004	22.44380592	114.0161562
TDSIEC10001	22.28040541	114.1643086
TDSIEC10002	22.27961101	114.1689468
TDSIEC10003	22.27925895	114.1725176
TDSIEC10004	22.27971957	114.1767191
TDSIEC20001	22.27943057	114.174303
TDSIEC20002	22.28015303	114.1782619
